"Date","Tair_mean (c)","Tair_min (c)","Tair_max (c)","Dew_tmean (c)","Dew_tmin (c)","Dew_tmax (c)","Dry_bulb_t (c)","Rainfall (mm)","Patm (mB)","Rh_mean (porc)","Rh_max (porc)","Rh_min (porc)","Ws_10 (m s-1)","Ws_2 (m s-1)","Ws_gust (m s-1)","Wd (degrees)","Sr (Mj m-2 day-1)","DOY","Ra (Mj m-2 day-1)","Station_code","Station","UF","Longitude (degrees)","Latitude (degrees)","Altitude (m)","eto"
2001-04-14,20.5104166666667,18.2,23.8,17.40625,15.6,19,20.4208333333333,2.8,885.675,82.8333333333333,95,66,3.45416666666667,2.58278166520116,8.4,105.25,13.942,104,32.9582896753586,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.02740992149913
2001-04-15,19.7958333333333,16.9,24.6,15.3645833333333,13.4,16.7,19.8833333333333,0,887.541666666667,76.375,91,51,2.25833333333333,1.68862202960076,7.8,116.916666666667,16.637,105,32.8038098045381,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.49216172333741
2001-04-16,20.5583333333333,16,26.5,15.2270833333333,12.7,16.8,20.5583333333333,0,889.191666666667,73.6666666666667,95,44,2.29583333333333,1.71666187880077,7.1,91.1666666666667,21.598,106,32.6493628084126,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.26634532505345
2001-04-17,21.3791666666667,16.8,26.7,15.5729166666667,12.3,17.4,21.3541666666667,0,888.983333333333,71,89,43,2.1375,1.59827140440072,7.3,105.791666666667,19.114,107,32.495028387684,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.0249263407223
2001-04-18,21.8541666666667,16.9,27.8,14.8833333333333,10.5,17.4,21.8958333333333,0,887.095833333333,66.4166666666667,90,35,1.65833333333333,1.23998444240056,6.5,131.833333333333,19.516,108,32.3408866189982,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.04128122994832
2001-04-19,21.7416666666667,16.5,27.7,14.5333333333333,10.3,16.5,21.7416666666667,0,886.516666666667,65.4166666666667,88,35,1.14166666666667,0.853657631200385,7.4,163.25,18.041,109,32.1870178815337,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.59559871248997
2001-04-20,22.49375,16.9,28.9,14.3375,10.3,17,22.5083333333333,0.2,886.458333333333,62.4583333333333,85,34,1.76666666666667,1.3209884512006,9.8,160.041666666667,20.859,110,32.0335027838295,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.35100040187039
2001-04-21,20.6916666666667,16.9,27.3,16.4854166666667,12.2,18.8,20.7416666666667,88.2,887.270833333333,78.1666666666667,95,43,2.23333333333333,1.66992879680075,12.1,172.125,17.292,111,31.880422090962,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.82064453846424
2001-04-22,20.7604166666667,17.8,26.5,16.8270833333333,14.8,18.6,20.7541666666667,0,886.295833333333,79.3333333333333,94,51,2.14166666666667,1.60138694320072,14.4,279.458333333333,17.526,112,31.7278566521808,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.64489681044615
2001-04-23,22.625,18.7,27.9,16.5375,14.7,18.5,22.6083333333333,0,887.279166666667,69.9583333333333,91,47,1.74166666666667,1.30229521840059,8,107.333333333333,18.133,113,31.5758873291061,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.7908996720066
2001-04-24,22.61875,17.7,27.5,14.85,10.9,17,22.6583333333333,0,889,62.75,87,36,2.74166666666667,2.05002453040092,8.3,110.666666666667,21.427,114,31.4245949245903,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.67092796172967
2001-04-25,21.6333333333333,17.6,26.6,12.4395833333333,6.4,15.8,21.5666666666667,0,890.091666666667,57.5416666666667,78,29,3.58333333333333,2.67936336800121,9.9,99.6666666666667,23.271,115,31.2740601123416,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,5.34093763593132
2001-04-26,21.6375,17,26.6,13.8041666666667,10.7,16.1,21.6333333333333,0,889.4625,62.1666666666667,76,44,3.5875,2.68247890680121,9.9,91.625,21.036,116,31.1243633674007,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.77510302762513
2001-04-29,20.94375,15,26.9,12.1895833333333,9.9,14.4,20.95,0,889.0625,58.7916666666667,79,35,2.30833333333333,1.72600849520078,8.5,125.375,22.624,119,30.6811018739613,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.51455889820775
2001-04-30,21.0625,16,26.2,12.4875,9.8,14.6,21.1,0,888.191666666667,59.2916666666667,82,36,2.9625,2.215148086801,8.1,106.083333333333,22.646,120,30.5355557972342,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.6995812483903
2001-05-01,21.40625,16.7,26.8,13.8958333333333,11.4,16.7,21.375,0,888.095833333333,63.0833333333333,81,46,3.55833333333333,2.6606701352012,9.6,92.3333333333333,19.939,121,30.3912448204294,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.51586451533073
2001-05-02,21.41875,17.3,26.8,14.1604166666667,9.7,16.5,21.4041666666667,0,889.491666666667,65.4166666666667,91,35,3.75,2.80398492000126,9.7,98.2916666666667,21.257,122,30.2482468251612,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.85491668827709
2001-05-03,21.9,17,27.5,14.1729166666667,12,16.6,21.9708333333333,0,889.241666666667,62.875,82,39,2.75833333333333,2.06248668560093,9.1,80.25,20.657,123,30.1066390385829,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.49802031924942
2001-05-04,22.44375,17,28.2,15.4479166666667,14.1,16.9,22.3916666666667,0,887.291666666667,65.8333333333333,89,44,1.54166666666667,1.15274935600052,6.4,119.625,15.868,124,29.9664979735332,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.39002820579005
2001-05-05,20.93125,18.2,24.8,15.8895833333333,14.2,17.3,20.9458333333333,0,885.7625,73.3333333333333,86,59,1.8625,1.39264584360063,6.7,183.541666666667,13.923,125,29.8278993701742,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,2.93880835866879
2001-05-06,20.30625,13.4,27.6,12.7125,9.8,15.6,20.3666666666667,0,886.470833333333,64.5833333333333,92,34,1.66666666666667,1.24621552000056,7.2,213.083333333333,20.484,126,29.6909181391671,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.89868061867127
2001-05-07,20.8041666666667,14.1,27.6,11.9291666666667,9.8,14,20.7791666666667,0,886.854166666667,58.0416666666667,81,37,1.4,1.04682103680047,5.6,182.833333333333,17.273,127,29.5556283064269,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.45393239305143
2001-05-08,21.1083333333333,15.3,28.3,11.6375,9,14,21.0958333333333,0,886.258333333333,55.8333333333333,76,34,1.65416666666667,1.23686890360056,8.1,215.75,19.528,128,29.4221029594911,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.93297706126583
2001-05-09,20.6833333333333,14.2,27.6,12.05,9.2,13.7,20.6208333333333,0,885.3875,59.9166666666667,84,32,1.34166666666667,1.00320349360045,8,224.708333333333,16.701,129,29.2904141955361,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.37650586339934
2001-05-10,21.3583333333333,15.5,28.2,12.2125,8.7,14.8,21.3625,0,885.295833333333,57.4583333333333,81,31,1.45416666666667,1.08732304120049,8.9,258.833333333333,18.029,130,29.1606330710642,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.64814033999075
2001-05-11,22.0375,16.1,28.4,12.73125,7.2,15.2,22.0333333333333,0,886.204166666667,58.125,78,27,2.15833333333333,1.61384909840073,8.7,301.958333333333,19.104,131,29.0328295532855,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.2492515954148
2001-05-12,22.4666666666667,17.3,28.8,13.1645833333333,9.8,15.4,22.5125,0,887.545833333333,56.5,74,40,1.175,0.878581941600396,7.4,252.708333333333,16.44,132,28.9070724732083,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.33756585275724
2001-05-13,21.9958333333333,17.9,27.2,15.8104166666667,14.1,18.6,21.9166666666667,4.8,888.7625,69.375,89,47,2.12916666666667,1.59204032680072,7.9,205.583333333333,11.915,133,28.7834294804514,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.04504320932303
2001-05-14,20.6645833333333,17.1,25.8,16.025,14.3,17.2,20.7083333333333,0,888.504166666667,75.7916666666667,93,52,2.52083333333333,1.88490097400085,7.7,132.041666666667,17.785,134,28.6619669997844,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.55675080217605
2001-05-15,21.6354166666667,16.6,28,15.45,13.1,17.4,21.6041666666667,0,887.129166666667,69.25,91,40,2.175,1.62631125360073,6.9,106.708333333333,18.255,135,28.5427501893982,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.8597250285041
2001-05-16,21.9,16.3,27.8,15.9208333333333,13.6,17.7,21.9416666666667,0,886.7625,70.5,94,42,2.16666666666667,1.62008017600073,8.9,138.791666666667,18.532,136,28.425842900904,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.80446472742567
2001-05-17,19.60625,15.9,23.6,16.2479166666667,14.6,18.1,19.575,18.2,888.720833333333,82.1666666666667,97,59,1.69166666666667,1.26490875280057,10.5,251,8.401,137,28.3113076410536,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,2.04626391051044
2001-05-18,21.1166666666667,17.9,26.4,16.5604166666667,13.6,17.7,21.1208333333333,0,889.1625,76.625,95,46,1.5375,1.14963381720052,6.5,185.708333333333,16.845,138,28.1992055351711,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.25317308936046
2001-05-19,20.6666666666667,15.3,26.7,14.2770833333333,11.3,16.2,20.6375,0,888.8875,69.625,94,42,1.79166666666667,1.3396816840006,5.5,159.625,19.862,139,28.089596292282,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.66660326493643
2001-05-20,19.0791666666667,14.5,24.7,9.77291666666667,5.4,13.4,19.0458333333333,0,888.2625,57,86,33,2.275,1.70108418480077,7,126.875,20.923,140,27.9825381719193,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.9189863840897
2001-05-21,18.6166666666667,13.7,25.4,9.47708333333333,7.3,11.7,18.6541666666667,0,887.758333333333,56.75,72,33,2.7625,2.06560222440093,8.8,94.125,20.552,141,27.8780879525872,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.26253174577395
2001-05-22,19.3625,13.2,26.6,11.3020833333333,8.9,13.1,19.4125,0,887.3125,62.2083333333333,86,34,1.7,1.27113983040057,9.7,219.916666666667,20.115,142,27.7763009018559,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.68023480914297
2001-05-23,20.5104166666667,15.1,26.9,11.7708333333333,6.7,15.8,20.5416666666667,0.6,887.333333333333,59.875,86,28,1.2125,0.906621790800409,5.9,140.958333333333,18.27,143,27.6772307480587,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.32901454198072
2001-05-24,19.7208333333333,15.8,23.9,13.125,11.4,14.7,19.7041666666667,0,888.329166666667,67.375,88,47,2.55833333333333,1.91294082320086,7.8,115,11.927,144,27.5809296535612,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,2.91760281256031
2001-05-25,20.1333333333333,16.2,25.8,14.0208333333333,12.6,15.5,20.1708333333333,0.8,888.975,69.625,88,46,2.97916666666667,2.227610242001,8,106.958333333333,17.862,145,27.487448189568,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.77848246787507
2001-05-26,21.1395833333333,16.5,26.6,13.3416666666667,11,15.3,21.1041666666667,0,887.5,62.5833333333333,83,41,2.7875,2.08429545720094,8.1,96.9583333333333,18.396,146,27.3968353124303,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.97632444128007
2001-05-27,18.05625,16.9,19.5,15.0041666666667,11.7,17.2,18.0416666666667,2.4,NA,83.4583333333333,95,61,1.54583333333333,1.15586489480052,4.9,154.708333333333,4.573,147,27.3091383414156,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,NA
2001-05-28,19.4333333333333,16.8,24.1,16.4791666666667,14.9,18.7,19.4708333333333,5.4,NA,83.6666666666667,96,59,1.18333333333333,0.884813019200399,7.7,130.208333333333,11.254,148,27.2244029378996,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,NA
2001-05-29,20.7333333333333,16.4,26.9,16.1229166666667,13.7,18.7,20.7666666666667,3.4,888.75,76.625,94,45,0.7875,0.588836833200265,5,170.375,13.302,149,27.1426730859371,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,2.51019219503851
2001-05-30,21.74375,17.5,26.9,15.4208333333333,11.8,17.7,21.7583333333333,0,889.645833333333,68.4166666666667,90,40,2.57916666666667,1.92851851720087,8.8,116.5,19.205,150,27.0639910741689,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.94844541701615
2001-05-31,21.21875,16.3,27,13.8958333333333,11.1,16.1,21.2541666666667,0,889.029166666667,64.75,87,39,2.47083333333333,1.84751450840083,7.9,119,19.67,151,26.9883974790189,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.96709758633911
2001-06-01,20.80625,16.5,26.2,12.5583333333333,9.5,15.7,20.8208333333333,0,888.725,60.25,78,40,2.58333333333333,1.93163405600087,7.4,109.583333333333,18.589,152,26.9159311491362,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.90736889506536
2001-06-02,20.8458333333333,16.6,26.2,12.8020833333333,8.7,15.1,20.8,0,889.2625,62.1666666666667,82,34,3.12916666666667,2.33976963880105,8.3,106.125,17.299,153,26.8466291910357,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.10313998610075
2001-06-03,19.8229166666667,16,24.8,14.60625,12.6,16,19.7375,0,889.866666666667,73.1666666666667,91,54,3.47916666666667,2.60147489800117,10.1,106.416666666667,12.66,154,26.7805269558902,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.09324257632078
2001-06-05,19.5770833333333,15,24.8,13.5145833333333,12.3,15.3,19.5791666666667,0,890.116666666667,69.0416666666667,87,47,3.3125,2.47685334600112,9.2,95.9166666666667,19.597,156,26.6580542108797,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.84641158248419
2001-06-06,20.7770833333333,16.3,27.4,12.40625,9.1,15.4,20.7791666666667,0,889.516666666667,60.0833333333333,79,33,2.44166666666667,1.82570573680082,7,93.9166666666667,17.943,157,26.6017455229595,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.97699333216374
2001-06-09,19.6208333333333,15,24.8,11.2020833333333,10,12.8,19.5916666666667,0,890.729166666667,59.375,78,40,3.2625,2.4394668804011,9.5,100.666666666667,19.217,160,26.4528633861237,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.03159752748528
2001-06-10,18.65625,12.6,25,10.3354166666667,6.8,12.5,18.6583333333333,0,NA,60.2916666666667,86,33,2.20416666666667,1.64812002520074,7.4,120.333333333333,19.424,161,26.4099993109155,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,NA
2001-06-11,18.6708333333333,13.2,24.5,10.3270833333333,9.2,12,18.7333333333333,0,890.1875,59.3333333333333,81,40,3.07916666666667,2.30238317320104,9.4,113.916666666667,18.935,162,26.3705533339125,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.83780876361672
2001-06-12,18.2916666666667,14.2,23.3,11.68125,9.3,14,18.3416666666667,0,890.095833333333,66.0416666666667,80,49,3.79166666666667,2.83514030800128,9.8,101.166666666667,17.536,163,26.3345445809605,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.67624062250351
2001-06-13,18.90625,14.5,24.3,11.5708333333333,9.7,13.5,18.9041666666667,0,889.870833333333,63.875,82,41,3.21666666666667,2.40519595360108,9.2,97.25,18.941,164,26.301990343764,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.8629297567873
2001-06-14,19.2416666666667,14,25.4,10.25625,6.2,13.3,19.2583333333333,0,888.745833333333,58.125,84,30,2.5,1.86932328000084,7.9,97.2083333333333,18.481,165,26.272906076404,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.80210282381359
2001-06-15,19.7104166666667,12.9,25.7,9.28541666666667,6.1,12.7,19.725,0,NA,53.8333333333333,85,29,2.225,1.66369771920075,7.5,95.625,18.628,166,26.2473053925076,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,NA
2001-06-16,20.1125,15.3,25.1,9.9,7.1,12.1,20.1541666666667,0,888.195833333333,52.3333333333333,73,33,2.12916666666667,1.59204032680072,7.4,86.875,13.448,167,26.2252000630417,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.24626827286154
2001-06-17,20.0770833333333,13.6,26.7,9.19583333333333,4.6,12.3,20.1,0,888.004166666667,52.3333333333333,84,25,1.22916666666667,0.919083946000414,6.5,127.166666666667,17.432,168,26.2066000147015,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.125230565156
2001-06-18,20.10625,13.6,26.8,9.18333333333333,7.3,11.7,20.0333333333333,0,888.258333333333,51.1666666666667,74,30,1.25416666666667,0.937777178800423,6.5,136.791666666667,17.938,169,26.1915133288713,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.18476828796978
2001-06-19,19.7166666666667,14.4,26.1,9.46666666666667,7,12.1,19.7458333333333,0,888.883333333333,53.375,79,31,2.15833333333333,1.61384909840073,7.6,125.708333333333,17.923,170,26.1799462411367,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.66478819057747
2001-06-20,19.1166666666667,12.6,26.2,10.1541666666667,7.6,13.3,18.9166666666667,0,889.541666666667,59.2916666666667,89,32,1.77083333333333,1.3241039900006,6.8,140.833333333333,16.109,171,26.1719031413291,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.22546608443248
2001-06-21,16.3229166666667,11,23.1,12.08125,10.6,13.3,16.3375,0,890.458333333333,78.125,98,50,2.06666666666667,1.5453072448007,6,156.041666666667,17.251,172,26.1673865740888,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,2.9089646851654
2001-06-22,18.7208333333333,12.5,25.5,11.9729166666667,10.8,13,18.8291666666667,0,891.070833333333,66.9583333333333,93,41,2.42083333333333,1.81012804280082,8.4,122,18.568,173,26.1663972399347,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.51501669750965
2001-06-23,20.0979166666667,13.3,26,12.15,10.8,13.9,20.075,0,890.545833333333,61.75,91,40,2.72916666666667,2.04067791400092,8.7,99.5416666666667,18.02,174,26.1689339968322,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.66551871951845
2001-06-24,20.3875,16.9,25.6,12.8208333333333,10.2,15,20.3166666666667,0,890.95,63.5833333333333,81,38,3.35833333333333,2.51112427280113,10.4,101.666666666667,17.773,175,26.1749938622547,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.07386124928119
2001-06-25,19.8583333333333,15.3,25.5,11.5458333333333,8.7,13.1,19.8291666666667,0,891.658333333333,60.375,81,35,3.00833333333333,2.24941901360101,9,84.7916666666667,18.508,176,26.1845720157362,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.00269869873259
2001-06-26,19.7916666666667,14,26.5,10.1541666666667,6.9,12.7,19.7625,0,892.133333333333,56.4166666666667,81,31,1.43333333333333,1.07174534720048,6.5,128.541666666667,18.456,177,26.1976618019173,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.30962849735552
2001-06-28,18.16875,11.3,25.6,8.25208333333333,5.3,12.1,18.1666666666667,0,890.308333333333,54.75,78,31,2.375,1.7758571160008,6.9,133,19.02,179,26.2343404982454,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.78005680968746
2001-06-29,19.4729166666667,12.6,25.8,8.00416666666667,5.8,9.8,19.4875,0,890.125,48.7916666666667,71,29,2.61666666666667,1.95655836640088,8.7,107.666666666667,19.015,180,26.2579069576449,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.00783499695322
2001-06-30,19.4479166666667,12.8,25.1,8.7,6.1,10.2,19.4666666666667,0,889.35,51.5833333333333,78,29,2.23333333333333,1.66992879680075,6.5,105.5,18.99,181,26.2849401579163,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.69807769151939
2001-07-01,18.9291666666667,11.6,25.9,6.21666666666667,1.4,9.2,19.0041666666667,0,888.704166666667,46.25,80,21,1.91666666666667,1.43314784800065,7.7,113.166666666667,18.808,182,26.315424332703,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.63784759659029
2001-07-02,18.46875,11.9,25.5,5.73333333333333,0.4,9.5,18.475,0,889.2,45.8333333333333,74,20,1.57916666666667,1.18078920520053,6.7,137.875,16.989,183,26.3493419098816,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.30029187051336
2001-07-03,19.0416666666667,13.2,25,7.55833333333333,3.7,9.8,19.1583333333333,0,889.666666666667,48.125,71,32,1.97916666666667,1.47988093000067,7,121.625,13.809,184,26.3866735183714,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.19432186721353
2001-07-04,19.35625,12.2,27.4,8.86041666666667,6.3,10.6,19.3041666666667,0,889.566666666667,53.375,82,27,2.025,1.51415185680068,7.3,117.958333333333,18.965,185,26.4273979955619,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.79978060926873
2001-07-05,19.5979166666667,12.8,26.3,8.52083333333333,4.2,11.2,19.525,0,890.633333333333,51.25,77,25,2.0375,1.52349847320069,8.6,133.625,19.046,186,26.4714923953865,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.76681037568767
2001-07-06,18.8020833333333,12.9,24.6,7.15,1.8,10.7,18.7625,0,889.954166666667,48.3333333333333,71,25,4.07083333333333,3.04388140760137,11.8,107.041666666667,19.484,187,26.5189319970724,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.74466736693223
2001-07-07,18.5958333333333,13.3,24.7,9.19166666666667,6.6,12,18.5666666666667,0,891.075,56.5416666666667,76,32,3.97083333333333,2.96910847640134,10.3,101.083333333333,19.158,188,26.5696903145988,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.4814659151401
2001-07-08,18.6833333333333,14.8,24.4,11.6583333333333,7.8,13.5,18.6208333333333,0,892.1875,65.8333333333333,88,36,3.65416666666667,2.73232752760123,9.5,100.208333333333,18.163,189,26.6237391068989,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,4.04008868227015
2001-07-09,18.7166666666667,13.6,24.9,9.96458333333333,7.1,12.7,18.6791666666667,0,890.6375,58.9166666666667,80,33,2.62916666666667,1.96590498280089,8.4,109.333333333333,19.41,190,26.6810483888408,"A001","BRASILIA","DF",-47.925833,-15.789444,1159.54,3.89844575017182
